lbl,dflt
"not on job","(Nicht bei der Arbeit)"
"assign qty","Menge zuweisen"
"start tacking time","Beginn der Zeiterfassung"
"stop tacking time","Stoppen Sie die Zeiterfassung"
"must take pics","Sie müssen mindestens <CNT> Foto(s) hochladen"
"allocate task time","Aufgabenzeit zuweisen"
"task %","Aufgabe %"
"must allocate 100%","Sie müssen die gesamte Zeit aufwenden (100%)"
"cannot allocate more than 100%","Sie können nicht mehr als 100 % zuweisen."
"must allocate task time","Sie müssen sich die Zeit für Ihre Aufgabe einteilen."
"add task","Aufgabe hinzufügen"
"add missing task","Fehlende Aufgabe hinzufügen"
"help docs","Hilfe-Dokumente"
"convert to job","In Job umwandeln"
"confirm convert quote","Sind Sie sicher, dass Sie dieses Angebot in einen Auftrag umwandeln möchten?"
"confirm convert quote nsi","Sind Sie sicher, dass Sie dieses Angebot in einen NSA umwandeln wollen?"
"convert","Konvertieren"
"quote converted open job","Das Angebot wurde in eine Job-ID umgewandelt: <JOB>"
"open quote","Zitat öffnen"
"other addresses","Andere Adressen"
"send to cust","Senden an Cust."
"no link found to send to cust","Es wurde kein Link zum Versenden an den Kunden gefunden."
"cust never signed and link has timed out","Der Kunde hat noch nicht unterschrieben und der Link ist jetzt abgelaufen."
"send link","Link senden"
"send","Senden Sie"
"qr code","QR-Code"
"cell #","<LBLCELL> #"
"must select an option","Sie müssen eine Option auswählen"
"must enter a valid phone number or name","Sie müssen eine gültige Rufnummer oder einen Namen eingeben"
"must enter a valid phone number","Sie müssen eine gültige Rufnummer eingeben"
"customer has signed","Kunde hat unterschrieben"
"get customer sig","Kundenunterschrift einholen"
"on my device","Auf meinem Gerät"
"text link to","Textlink zu"
"no site cont found","Kein Standortkontakt gefunden"
"qr loading","QR-Code generieren"
"sig link sent","Signatur-Link gesendet"
"texting sig link not avail offline","Der Link für die Textsignatur ist nicht verfügbar, wenn Sie offline sind."
"cust sig link expires in","Link läuft ab in"
"on this device","Auf diesem Gerät"
"on cust device","Auf dem Gerät des Kunden"
"failed to get cust sig","Kundenunterschrift konnte nicht abgerufen werden"
"reason","Grund"
"must select reason no cust sig","Sie müssen den Grund auswählen, aus dem Sie keine Kundenunterschrift erhalten haben."
"no one","Keiner"
"need cust sig ft depart","Sie benötigen eine Unterschrift des Kunden, bevor Sie dieses Feldticket abschicken können. Normalerweise sollten Sie die Unterschrift einholen, bevor Sie die Baustelle verlassen. Möchten Sie die Unterschrift jetzt einholen?"
"get sig","Holen Sie Sig."
"need cust sig ft submit","Sie müssen eine Kundensignatur einholen oder angeben, warum Sie keine Kundensignatur einholen konnten, bevor Sie dieses Feldticket einreichen können."
"filter terms","Begriffe filtern"
"delete term","Begriff löschen: <NAME>?"
"term","Begriff"
"notify on job entry","Bei Auftragseingang benachrichtigen"
"this is a cod term","Dies ist ein COD-Begriff"
"job terms are 1","Die Arbeitsbedingungen sind:\n\n<TERMS>\n\nIch dachte nur, das würde Sie interessieren!"
"job terms are 2","Die Arbeitsbedingungen sind:\n\n<TERMS>\n\nIst das nicht interessant!"
"job terms are 3","Die Arbeitsbedingungen sind:\n\n<TERMS>\n\nBitte notieren Sie sich das!"
"job terms are 4","Die Arbeitsbedingungen sind:\n\n<TERMS>\n\nBitte verhalten Sie sich entsprechend!"
"cust terms are 1","Kundenbedingungen sind:\n\n<TERMS>\n\nIch dachte nur, das würde Sie interessieren!"
"cust terms are 2","Die Kundenbedingungen sind:\n\n<TERMS>\n\nIst das nicht interessant!"
"cust terms are 3","Kundenbedingungen sind:\n\n<TERMS>\n\nBitte notieren Sie sich diese!"
"cust terms are 4","Kundenbedingungen sind:\n\n<TERMS>\n\nBitte verhalten Sie sich entsprechend!"
"unlink quote","Unlink quote: <QUOTE>?"
"quote is already linked","Zitat: <QUOTE> ist bereits verlinkt."
"link to existing quote","Link zu bestehendem Angebot"
"create and link new quote","Neues leeres Angebot erstellen und mit diesem verknüpfen"
"copy and link new quote","Kopieren und zum neuen Angebot verlinken"
"copy new quote","In neues Zitat kopieren (nicht verlinken)"
"quote linked to another series","Das von Ihnen ausgewählte Zitat ist mit einer anderen Serie verknüpft.\n\nSind Sie sicher, dass Sie es stattdessen mit diesem Zitat verknüpfen möchten?"
"from office","Aus dem Büro"
"your notes","Ihre Notizen"
"clock in to ft","Uhr in FTick"
"drive back to shop","Rückfahrt zum Geschäft"
"optional","Optional"
"clock out of ft","Uhr aus dem FTick"
"warehouses","Lagerhäuser"
"service shops","Servicegeschäfte"
"filter shops","Filter-Servicegeschäfte"
"delete shop","Service-Shop löschen: <NAME>?"
"service shop","Servicegeschäft"
"service rep","Servicevertreter"
"serv shop","Serv. Shop"
"horizontal sched","Horizontal Sched."
"no unassigned wos","Keine nicht zugewiesenen WOs. Gut gemacht!"
"unassigned wos","Nicht zugewiesene WOs"
"loc","Standort"
"prep for cont not found","Vorbereitet für Kontakt nicht gefunden"
"company branch info","Unternehmen/<LBLBRANCH> info"
"display name","Name anzeigen"
"printed mailing address","Gedruckte/Mail-Informationen"
"physical address","Physische Adresse"
"copy from physical","Kopie von physisch"
"copy from printed","Kopie aus gedrucktem"
"min job price","Min. Auftragspreis"
"download inv","Rechnung herunterladen"
"download inv ft","Rechnung & FT's herunterladen"
"text inv","Text-Rechnung"
"text inv ft","Text-Rechnung & FT's"
"ft error ftworker on ft twice","Oje. Irgendetwas ist schief gelaufen. <span style='font-size:20px'>&#128533;</span>\nEs sieht so aus, als ob Sie mehr als einmal als zusätzlicher Mitarbeiter zu diesem Feldticket hinzugefügt wurden.\n\nBitte setzen Sie sich mit Ihrem Büro in Verbindung und lassen Sie die "Duplikate" von Ihnen auf diesem Field Ticket löschen und versuchen Sie es dann erneut."
"amount","Betrag"
"email address","E-Mail Adresse eingeben"
"enter email address","E-Mail Adresse"
"payment","Zahlung"
"enter payment","Zahlung eingeben"
"enter payments","Zahlungen eingeben"
"every payment req cust","Jede Zahlung erfordert einen Kunden. Sie müssen einen Kunden auswählen, um mit der Eingabe einer Zahlung fortzufahren."
"payment method","Zahlungsmethode"
"payment date cannot be in future","Die Zahlung kann nicht in der Zukunft erfolgen."
"ref no","Art.-Nr."
"outstanding invoices","Ausstehende Rechnungen"
"prev pmt","Prev. Geldbetrag"
"amt due","Fälliges Amt"
"amt to apply","Amt zu beantragen"
"amt to pay","Zu zahlendes Amt"
"bal is retention","Bal. Ist Selbstbehalt"
"payment notes","Zahlungshinweise"
"not setup to process cc","Sie haben die Kreditkartenverarbeitung in <APPNAME> nicht eingerichtet. Bitte richten Sie die CC-Verarbeitung in <APPNAME> ein und versuchen Sie es dann erneut."
"auto apply","Automatisch anwenden"
"applied","Angewandt"
"to surplus","Zu Überschuss"
"remaining","Verbleibende"
"no outstanding inv and no surplus","Keine ausstehenden Rechnungen für den Kunden und nichts auf dem Surplus-Konto."
"must select a branch","Sie müssen einen lower(<LBLBRANCH>) auswählen"
"must specify payment dt","Sie müssen ein Zahlungsdatum angeben."
"payment date cannot be before invoice date","Das Zahlungsdatum kann nicht vor dem Rechnungsdatum liegen, auf das es angewendet wird."
"must enter payment amount","Sie müssen den Zahlungsbetrag eingeben."
"payment not fully dist","Die Zahlung wurde noch nicht vollständig verteilt"
"payment over dist","Die Zahlung ist zu hoch verteilt worden. Bitte korrigieren Sie."
"payment req notes","Die Zahlungsart muss in den Anmerkungen geklärt werden, bevor Sie fortfahren."
"cannot apply more than payment amount to surplus","Sie können nicht mehr als den Zahlungsbetrag auf das Überschusskonto übertragen."
"amt to surplus must be pos","Der dem Überschusskonto zuzuführende Betrag kann nicht negativ sein."
"check no ref no","Sie haben keine Referenznummer für den Scheck eingegeben. Diese sollte eingegeben werden. Möchten Sie sie jetzt eingeben?"
"enter it now","Jetzt eingeben"
"dont enter it","Nicht eingeben"
"payment date cannot be in future","Die Zahlung kann nicht in der Zukunft erfolgen."
"cannot apply more than invoice bal","Sie können nicht mehr auf eine Rechnung anrechnen, als der aktuelle Saldo der Rechnung beträgt."
"must enter name on card","Sie müssen den Namen auf der Karte eingeben."
"inv bal has changed press ok to reload","Der Rechnungssaldo für Rechnung <INVOICEID> hat sich geändert, seit Sie diese Seite geöffnet haben.\nDrücken Sie OK, um diese Seite mit dem aktualisierten Rechnungssaldo neu zu laden."
"print receipt","Quittung drucken"
"payment successful enter another payment","Zahlung erfolgreich!\n\nMöchten Sie eine weitere Zahlung vornehmen?"
"adjustment reason","Anpassung Grund"
"adjustment can only go against invoices","Die Zahlungsart kann keine Anpassung sein, wenn Sie einen Betrag auf das Überschusskonto anwenden. Anpassungen können nur auf Rechnungen angewendet werden."
"must choose adj reason","Sie müssen einen Anpassungsgrund wählen"
"payments","Zahlungen"
"view inv","Rechnung ansehen"
"view inv tickets","Rechnung & Tickets ansehen"
"add fee","Gebühr hinzufügen"
"create fee","Gebühr erstellen"
"percentage","Prozentsatz"
"simple","Einfach"
"flat amount","Pauschalbetrag"
"for cc","Für CC"
"orig amt","Orig. Amt."
"fee amt","Gebühr Amt"
"new total","Neu Insgesamt"
"* fee tax","* Gebühr + Steuer (falls steuerpflichtig)"
"gl code","GL-Code"
"desc cannot be empty","Die Beschreibung darf nicht leer sein."
"fee amount cannot be blank","Der Gebührenbetrag kann nicht leer sein."
"fee perc cannot be empty","Der Gebührenprozentsatz darf nicht leer sein."
"must select fee type","Sie müssen eine Gebührenart auswählen"
"job not cod no payment","Dieser Auftrag ist nicht als Nachnahmeauftrag gekennzeichnet. Sie müssen die Rechnung erstellen, bevor Sie die Zahlung akzeptieren können."
"click refresh after office enters cod","Klicken Sie auf Aktualisieren, nachdem Sie im Büro angerufen haben und der Nachnahmebetrag eingegeben wurde."
"cannot pay more than cod amount","Sie können nicht mehr als den Nachnahmebetrag zahlen"
"not setup for cc payments","Ihr Unternehmen ist nicht für die Verarbeitung von Kreditkartenzahlungen in <APPNAME> eingerichtet. Bitte wenden Sie sich an Ihr Büro und veranlassen Sie es, CC-Zahlungen in <APPNAME> zu aktivieren."
"prepay","Vorauszahlung"
"no vehicles defined","Keine Fahrzeuge definiert"
"reload page","Seite neu laden"
"wo docs refs blank","Es sieht so aus, als ob ein Update teilweise angewendet wurde, aber noch nicht abgeschlossen ist, um diese Aktion abzuschließen.\n\n Bitte laden Sie diese Seite neu, um die Anwendung des Updates abzuschließen."
"card has been preauthed","Karte mit der Endung: <CARD> wurde vorautorisiert für: <AMT>"
"pay amount cannot be greater than pre-auth options","Der eingegebene Betrag kann nicht höher sein als der Betrag, für den die Karte vorautorisiert wurde.\n\nVorautorisierter Betrag: <PAAMT>\nIhr Zahlungsbetrag: <PMTAMT>\nDifference: <DIFF>\n\nSie müssen entweder die Vorautorisierung stornieren und die Kartendaten erneut eingeben, um den höheren Betrag zu belasten ODER die Zahlung verringern, damit sie dem vorautorisierten Betrag entspricht."
"cancel cc preauth","CC-Vorab-Authentifizierung abbrechen."
"change payment amt","Zahlungsbetrag ändern."
"abort","Abbrechen"
"confirm cancel cc preauth","Sind Sie sicher, dass Sie die Vorautorisierung von <AMT> für Job: <JOB>?\n\nHINWEIS: Dies kann nicht rückgängig gemacht werden."
"cc preauth already used or cancel","Die Vorabgenehmigung wurde bereits verwendet, storniert oder ist abgelaufen."
"preauth avail to use","Ein Pre-Authorized CC kann verwendet werden. Wählen Sie diese unter "Zahlungsmethode" aus."
"cust is blacklisted","Kunde: <CUST> steht auf der schwarzen Liste!\n\nSie können kein Angebot, keinen Auftrag und keinen Arbeitsauftrag erstellen/bearbeiten, solange das Konto auf der schwarzen Liste steht."
"cust is frozen","Kunde: <CUST> ist eingefroren!\n\nSie können ein Angebot oder einen Auftrag für diesen Kunden erstellen, aber Sie können keinen Arbeitsauftrag erstellen (Sie können niemanden zur Arbeit schicken), solange das Konto gesperrt ist.\n\nEingefroren von: <FROZENBY>\nGrund: <REASON>"
"map route","Karte Route"
"no wos found to map","Nichts zu kartieren."
"max map limit only mapping x","Maximale Kartenpunkte überschritten (<CNT>). Es wird nur der erste <MAX> abgebildet."
"adjustment reasons","Gründe für die Anpassung"
"filter adj reas","Filter anpassen. Gründe"
"delete adj reas","Anpassungsgrund löschen: <NAME>?"
"adjust reason","Anpassen. Grund"
"filter time clock cats","Filter Zeituhr Kat."
"clock in out cats","Clock In/Out Kategorien"
"delete time cat","Uhr löschen In Kategorie: <NAME>?"
"clock in cat","Uhr ein/aus Kategorie"
"category name","Kategorie Name"
"hide on mobile app","In der mobilen App ausblenden"
"errand category","Kategorie Besorgungen"
"collection companies","Inkassounternehmen"
"filter collection companies","Filter Sammeln. Unternehmen"
"delete collection company","Inkassounternehmen löschen: <NAME>?"
"collection company","Sammlung Unternehmen"
"download large file","<FILE> ist abnormal groß (<SIZE>). Sind Sie sicher, dass Sie die Datei herunterladen möchten?"
"free version","Kostenlose Version"
"users","Benutzer"
"filter users","Benutzer filtern"
"full logins","Büro/Voll-Logins"
"login full","Büro/Voll (einschließlich Mobile App)"
"login full 2","Büro/Voll"
"limited logins","Technik/Beschränkte Logins"
"login limited","Technik/Beschränkt"
"login limited enhanced","Technik/Beschränkt (Erweitert)"
"delete user","Benutzer löschen: <NAME>?"
"login name","Login-Name"
"confirm password","Bestätigen Sie Ihr Passwort"
"passwords do not match","Die Passwörter stimmen nicht überein!"
"new password","Neues Passwort"
"password updated","Passwort aktualisiert"
"force logout","Abmeldung erzwingen"
"of all mobile devices","aller mobilen Geräte"
"allow login office","Anmeldung zulassen (Büro/Voll)"
"allow login tech","Anmeldung zulassen (technisch/eingeschränkt)"
"license","Lizenz"
"licensing","Lizenzvergabe"
"must enter login name","Sie müssen einen Anmeldenamen für diesen Benutzer eingeben."
"must enter first name","Sie müssen einen Vornamen für diesen Benutzer eingeben."
"country","Land"
"time zone","Zeitzone"
"phone no layout","Telefon Nr. Layout"
"date format","Datum Format"
"locale","Schauplatz"
"display name cannot be blank","Der Anzeigename darf nicht leer sein."
"printed name cannot be blank","Der gedruckte Name darf nicht leer sein."
"mailing addr cannot be blank","Die Postanschrift darf nicht leer sein."
"physical addr cannot be blank","Die physische Adresse darf nicht leer sein."
"corp office must be active","Der Firmensitz muss aktiv sein."
"must specify default inv type","Sie müssen eine Standardrechnungsart angeben"
"lic exp","Ablauf der Lizenz"
"lic type","Lizenz-Typ"
"mode","Modus"
"loc id","Standort-ID"
"code 1","Code 1"
"lic details","Lizenz-Details"
"in use","In Gebrauch"
"allowed","Erlaubt"
"full users","Vollständige Benutzer"
"tech users","Technische Benutzer"
"full","Vollständige"
"retrieve new license","Neue Lizenz abrufen"
"branch name must be set before lic","Der <LBLBRANCH> muss vor der Lizenzierung festgelegt werden."
"mailing addr must be set before lic","Die Postanschrift muss vor der Lizenzierung festgelegt werden."
"physical addr must be set before lic","Die physische Adresse muss vor der Lizenzvergabe festgelegt werden."
"physical name must be set before lic","Der physische Name muss vor der Lizenzierung festgelegt werden."
"changing value will blow out license","Wenn Sie diesen Wert ändern, benötigen Sie eine aktualisierte Lizenz. Sind Sie sicher, dass Sie dieses Feld ändern möchten?"
"yes/change","Ja/Ändern"
"lic expired","Lizenz Abgelaufen"
"lic expired contact to remove message","Ihr Lizenzabonnement ist abgelaufen. Bitte kontaktieren Sie <APPCOMPANY>, um Ihr Abonnement zu erneuern und diese Meldung zu entfernen."
"lic expired may be card admin","Dies kann durch eine abgelaufene/ungültige Karte in der Datei verursacht werden. Klicken Sie auf "Karte verwalten", um eine neue Karte einzugeben."
"lic expired may be card non admin","Dies kann durch eine abgelaufene/ungültige Karte in der Datei verursacht werden. Bitte lassen Sie jemanden mit Administratorrechten in <APPNAME> eine neue Karte eingeben."
