lbl,dflt
"from office","Do escritório"
"your notes","Suas notas"
"clock in to ft","Relógio para FTick"
"drive back to shop","Voltar para a loja"
"optional","Opcional"
"clock out of ft","Relógio de saída do FTick"
"warehouses","Armazéns"
"service shops","Lojas de serviço"
"filter shops","Lojas de serviços de filtragem"
"delete shop","Eliminar a loja de serviços: <NOME>?"
"service shop","Loja de serviços"
"service rep","Rep. de Serviços"
"serv shop","Serv. Loja"
"horizontal sched","Horizontal Sched."
"no unassigned wos","Nenhuma Organização sem designação. É assim mesmo!"
"unassigned wos","Organizações sem designação"
"loc","Loc"
"prep for cont not found","Preparado para contato não encontrado"
"company branch info","Informações sobre a empresa/<LBLBRANCH>"
"display name","Nome de exibição"
"printed mailing address","Informações impressas/enviadas"
"physical address","Endereço físico"
"copy from physical","Cópia de Físico"
"copy from printed","Cópia de Impresso"
"min job price","Min. Preço do trabalho"
"download inv","Download da fatura"
"download inv ft","Baixar Fatura & FT's"
"text inv","Fatura de texto"
"text inv ft","Fatura de texto & FT's"
"ft error ftworker on ft twice","Uh oh. Algo deu errado. <span style='font-size:20px'>&#128533;</span>\nParece que você foi adicionado como um trabalhador adicional neste bilhete de campo mais de uma vez.\n\nEntre em contato com seu escritório e peça para que eles eliminem as "duplicatas" de você neste bilhete de campo e depois tente novamente."
"amount","Montante"
"email address","Digite o endereço de e-mail"
"enter email address","Endereço de e-mail"
"payment","Pagamento"
"enter payment","Entrar Pagamento"
"enter payments","Entrar Pagamentos"
"every payment req cust","Todo pagamento requer um cliente. Você deve selecionar um cliente para continuar com a entrada de um pagamento."
"payment method","Forma de pagamento"
"payment date cannot be in future","O pagamento não pode ser no futuro."
"ref no","Ref No."
"outstanding invoices","Faturas em Destaque"
"prev pmt","Prev. Prev. Pmt"
"amt due","Prazo"
"amt to apply","Amt To Aplicar"
"amt to pay","Amt To Pay"
"bal is retention","Esfera. É Retenção"
"payment notes","Notas de pagamento"
"not setup to process cc","Você não configurou o processamento de cartões de crédito no <APPNAME>. Por favor, configure o processamento CC em <APPNAME> e depois tente novamente."
"auto apply","Aplicação automática"
"applied","Aplicado"
"to surplus","Para Excedente"
"remaining","Restante"
"no outstanding inv and no surplus","Nenhuma fatura pendente para o cliente e nada aplicado à Conta Excedente."
"must select a branch","Você deve selecionar uma lower(<LBLBRANCH>)"
"must specify payment dt","Você deve especificar uma data de pagamento."
"payment date cannot be before invoice date","A data de pagamento não pode ser anterior à data da fatura à qual ela está sendo aplicada"
"must enter payment amount","Você deve inserir o valor do pagamento."
"payment not fully dist","O pagamento não foi totalmente distribuído"
"payment over dist","O pagamento foi distribuído em excesso. Por favor, corrija."
"payment req notes","O tipo de pagamento requer esclarecimento nas notas antes de continuar."
"cannot apply more than payment amount to surplus","Você não pode aplicar mais do que o valor do pagamento à Conta Excedente."
"amt to surplus must be pos","O valor a ser aplicado à Conta de Excedentes não pode ser negativo."
"check no ref no","Você não inseriu um número de referência de cheque. Este deve ser digitado. Você gostaria de inseri-lo agora?"
"enter it now","Digite-o agora"
"dont enter it","Não entre nele"
"payment date cannot be in future","A data de pagamento não pode ser no futuro."
"cannot apply more than invoice bal","Não se pode aplicar mais a uma fatura do que o saldo atual da fatura."
"must enter name on card","Você deve digitar o nome no cartão."
"inv bal has changed press ok to reload","O saldo da fatura <INVOICEID> foi alterado desde que você abriu esta página.\nPressione OK para carregar novamente esta página com o saldo da fatura atualizado"
"print receipt","Recibo de impressão"
"payment successful enter another payment","Pagamento bem sucedido!\n\nVocê gostaria de entrar com outro pagamento?"
"adjustment reason","Motivo do ajuste"
"adjustment can only go against invoices","O tipo de pagamento não pode ser um Ajuste se você estiver aplicando um valor à Conta Excedente. Ajustes só podem ser aplicados a faturas."
"must choose adj reason","Você deve escolher um motivo de ajuste"
"payments","Pagamentos"
"view inv","Ver Nota Fiscal"
"view inv tickets","Ver Fatura e Ingressos"
"add fee","Adicionar taxa"
"create fee","Criar taxa"
"percentage","Porcentagem"
"simple","Simples"
"flat amount","Montante fixo"
"for cc","Para a CC"
"orig amt","Origem. Amt."
"fee amt","Taxa Amt"
"new total","Novo Total"
"* fee tax","* Taxa + Imposto (se tributável)"
"gl code","Código GL"
"desc cannot be empty","A descrição não pode estar vazia."
"fee amount cannot be blank","O valor da taxa não pode estar em branco."
"fee perc cannot be empty","A porcentagem da taxa não pode estar vazia."
"must select fee type","Você deve selecionar um tipo de taxa"
"job not cod no payment","Este trabalho não é sinalizado como um trabalho de COD. Você deve criar a fatura antes de poder aceitar o pagamento."
"click refresh after office enters cod","Clique em atualizar depois de ligar para o escritório e eles entram a quantidade de COD"
"cannot pay more than cod amount","Você não pode pagar mais do que o valor do COD"
"not setup for cc payments","Sua empresa não está configurada para processar pagamentos com cartão de crédito no <APPNAME>. Entre em contato com seu escritório e solicite que ativem os pagamentos CC no <APPNAME>."
"prepay","Pré-pagamento"
"no vehicles defined","Nenhum veículo definido"
"reload page","Recarregar página"
"wo docs refs blank","Parece que uma atualização foi parcialmente aplicada, mas precisa terminar de ser aplicada para completar esta ação.\n\n Favor recarregar esta página para finalizar a aplicação da atualização."
"card has been preauthed","Cartão terminando em: <CARD> foi pré-autorizado para: <AMT>"
"pay amount cannot be greater than pre-auth options","O valor inserido não pode ser maior do que aquilo para o qual o cartão foi pré-autorizado.\n\nValor da Pré-Autenticidade: <PAAMT>\nSeu valor de pagamento: <PMTAMT>\nA diferença: <DIFF>\n\nVocê deve cancelar a pré-autorização e digitar novamente as informações do cartão para cobrar o valor mais alto OU diminuir o pagamento para corresponder ao valor pré-autorizado."
"cancel cc preauth","Cancelar CC Pré-Auto."
"change payment amt","Modificar o valor do pagamento."
"abort","Abortar"
"confirm cancel cc preauth","Você tem certeza de que deseja cancelar a pré-autorização de <AMT> para trabalho: <JOB>?\n\nNOTA: Isto não pode ser desfeito."
"cc preauth already used or cancel","A pré-autorização já foi utilizada, cancelada ou está vencida."
"preauth avail to use","Um CC Pré-Autorizado está disponível para uso. Selecione-o em 'Forma de pagamento'."
"cust is blacklisted","Cliente: <CUSTO> está na lista negra!\n\nVocê não pode criar/editar uma Cotação, Trabalho ou Ordem de Trabalho enquanto a conta estiver na lista negra."
"cust is frozen","Cliente: <CUSTO> está congelado!\n\nVocê pode criar uma Cotação ou Trabalho para este cliente, mas não pode criar uma Ordem de Trabalho (não pode realmente enviar ninguém para fazer trabalho) enquanto a conta estiver congelada.\n\nCongelado por: <FROZENBY>\nMotivo: <LOCALIZAÇÃO"
"map route","Rota do mapa"
"no wos found to map","Nada a mapear."
"max map limit only mapping x","Pontos máximos do mapa excedidos (<CNT>). Somente mapeando os primeiros <MAX>."
"adjustment reasons","Razões de ajuste"
"filter adj reas","Ajuste do filtro. Justificação"
"delete adj reas","Eliminar o motivo de ajuste: <NOME>?"
"adjust reason","Ajustar. Justificação"
"filter time clock cats","Filtro Relógio de Ponto Cat."
"clock in out cats","Categorias de relógios de entrada/saída"
"delete time cat","Eliminar Relógio na Categoria: <NOME>?"
"clock in cat","Categoria Relógio In/Out"
"category name","Nome da categoria"
"hide on mobile app","Esconder-se no aplicativo móvel"
"errand category","Categoria do erro"
"collection companies","Empresas de cobrança"
"filter collection companies","Coleta de filtros. Empresas"
"delete collection company","Eliminar Empresa de Coleta: <NOME>?"
"collection company","Empresa de coleta"
"download large file","<FILE> é anormalmente grande (<SIZE>). Você tem certeza de que deseja fazer o download?"
"free version","Versão gratuita"
"users","Usuários"
"filter users","Usuários de filtros"
"full logins","Logins de escritório/cheios"
"login full","Office/Full (Inclui aplicativo móvel)"
"login full 2","Office/Full"
"limited logins","Logins técnicos/limitados"
"login limited","Técnica/Limitada"
"login limited enhanced","Técnica/Limitada (Aprimorado)"
"delete user","Excluir usuário: <NOME>?"
"login name","Nome de Login"
"confirm password","Confirmar senha"
"passwords do not match","As senhas não combinam!"
"new password","Nova senha"
"password updated","Senha Atualizada"
"force logout","Forçar o Log Out"
"of all mobile devices","de todos os dispositivos móveis"
"allow login office","Permitir Login (Office/Full)"
"allow login tech","Permitir Login (Tech/Limited)"
"license","Licença"
"licensing","Licenciamento"
"must enter login name","Você deve digitar um nome de login para este usuário."
"must enter first name","Você deve inserir um nome próprio para este usuário."
"country","País"
"time zone","Fuso horário"
"phone no layout","Telefone No. Layout"
"date format","Formato da data"
"locale","Locale"
"display name cannot be blank","O nome de exibição não pode estar em branco."
"printed name cannot be blank","O nome impresso não pode estar em branco."
"mailing addr cannot be blank","O endereço para correspondência não pode estar em branco."
"physical addr cannot be blank","O endereço físico não pode estar em branco."
"corp office must be active","O escritório corporativo deve estar ativo."
"must specify default inv type","Você deve especificar um tipo de fatura padrão"
"lic exp","Validade da licença"
"lic type","Tipo de licença"
"mode","Modo"
"loc id","Identificação do local"
"code 1","Código 1"
"lic details","Detalhes da licença"
"in use","Em uso"
"allowed","Permitido"
"full users","Usuários completos"
"tech users","Usuários técnicos"
"full","Completos"
"retrieve new license","Recuperar Nova Licença"
"branch name must be set before lic","O nome da <LBLBRANCH> deve ser definido antes do licenciamento."
"mailing addr must be set before lic","O endereço postal deve ser definido antes do licenciamento."
"physical addr must be set before lic","O endereço físico deve ser definido antes do licenciamento."
"physical name must be set before lic","O nome físico deve ser definido antes do licenciamento."
"changing value will blow out license","A alteração deste valor exigirá uma licença atualizada. Você tem certeza de que quer mudar este campo?"
"yes/change","Sim/Mudança"
"lic expired","Licença Expirada"
"lic expired contact to remove message","Sua assinatura de licença expirou. Favor entrar em contato com a <APPCOMPANY> para renovar sua assinatura e remover esta mensagem."
"lic expired may be card admin","Isto pode ser causado por um cartão expirado / inválido registado. Clique em "Gerir cartão" para introduzir um novo cartão."
"lic expired may be card non admin","Isso pode ser causado por um cartão expirado / inválido no arquivo. Peça a alguém com direitos de administrador em <APPNAME> para introduzir um novo cartão."
"contact appname","Entre em contato \ncom a <APPNAME>"
"filter branches","Filtros de <LBLBRANCHES>"
"filter tasks","Tarefas de filtragem"
"task name","Nome da tarefa"
"task abbr","Tarefa Abbr."
"task questions","Perguntas sobre tarefas"
"question no","Pergunta <NO>"
"question","Pergunta"
"answer source","Fonte de resposta"
"entered at time of order","Entrados no momento do pedido"
"list","Lista"
"hide on quote","Esconder-se na citação"
"hide on invoice","Esconder a fatura"
"create new list","Criar nova lista"
"select from existing lists","Selecione a partir das listas existentes"
"view selected list","Ver lista selecionada"
"clear field","Campo livre"
"move up","Subir"
"move down","Desça"
"task qty is auto included","A "Quantidade" (Qtd) é automaticamente incluída em cada tarefa e normalmente não deve ser uma de suas perguntas."
"filter lists","Listas de filtros"
